Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           generateCuboid(std::list<Particle, std::allocator<Particle> >&, utils::Vector<double, 3>, utils::Vector<double, 3>, utils::Vector<int, 3>, double, double, double, double, int) [28]
                0.00    0.00   20010/4262746     PSE_Molekulardynamik_WS12::boundary_t::_xsd_boundary_t_convert() const [20]
                0.00    0.00       1/1           std::list<Particle, std::allocator<Particle> >::list(std::list<Particle, std::allocator<Particle> > const&) [29]
                0.00    0.00       2/2           std::_List_base<Particle, std::allocator<Particle> >::~_List_base() [30]
                0.00    0.00   20010/4262742     PSE_Molekulardynamik_WS12::boundary_t::operator PSE_Molekulardynamik_WS12::boundary_t::value() const [21]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation(std::istream&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [35]
                0.00    0.00    4002/4002        LinkedCellParticleContainer::applyToHaloParticles(int, void (*)(Particle&)) [47]
                0.00    0.00      26/74          log4cxx::helpers::ObjectPtrT<log4cxx::Level>::~ObjectPtrT() [55]
                0.00    0.00       8/8           PSE_Molekulardynamik_WS12::simulation_t::inputs() [73]
                0.00    0.00       7/7           utils::Vector<double, 3>::toString() const [74]
                0.00    0.00       6/6           PSE_Molekulardynamik_WS12::cuboid_t::position() [77]
                0.00    0.00       6/6           PSE_Molekulardynamik_WS12::cuboid_t::velocity() [78]
                0.00    0.00       6/6           PSE_Molekulardynamik_WS12::cuboid_t::dimensions() [76]
                0.00    0.00       5/5           PSE_Molekulardynamik_WS12::decimalVector_t::x() [81]
                0.00    0.00       5/5           PSE_Molekulardynamik_WS12::decimalVector_t::y() [82]
                0.00    0.00       5/5           PSE_Molekulardynamik_WS12::decimalVector_t::z() [83]
                0.00    0.00       4/4           PSE_Molekulardynamik_WS12::inputs_t::cuboid() [91]
                0.00    0.00       4/4           PSE_Molekulardynamik_WS12::simulation_t::gravitation() [88]
                0.00    0.00       4/4           PSE_Molekulardynamik_WS12::simulation_t::thermostat() [87]
                0.00    0.00       3/3           PSE_Molekulardynamik_WS12::domain_t::dimensions() [98]
                0.00    0.00       3/3           PSE_Molekulardynamik_WS12::domain_t::y() [99]
                0.00    0.00       3/3           PSE_Molekulardynamik_WS12::simulation_t::potential() [97]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::inputs_t::inputFile() [124]
                0.00    0.00       2/66          xsd::cxx::tree::_type::~_type() [56]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::~cuboid_t() [121]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::cuboid_t(PSE_Molekulardynamik_WS12::cuboid_t const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [119]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::positiveIntegerVector_t::x() [106]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::positiveIntegerVector_t::y() [107]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::positiveIntegerVector_t::z() [108]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::mass() [112]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::distance() [117]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::sigma() [115]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::epsilon() [116]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::cuboid_t::type() [113]
                0.00    0.00       2/9           char* std::string::_S_construct<char*>(char*, char*, std::allocator<char> const&, std::forward_iterator_tag) [72]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::inputs_t::sphere() [123]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::simulation_t::domain() [101]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::dimensionBoundaries_t::lower() [103]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::domain_t::x() [122]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::dimensionBoundaries_t::upper() [104]
                0.00    0.00       2/3           PSE_Molekulardynamik_WS12::potential_t::_xsd_potential_t_convert() const [100]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::potential_t::operator PSE_Molekulardynamik_WS12::potential_t::value() const [128]
                0.00    0.00       2/2           std::ostream& log4cxx::helpers::operator<< <PSE_Molekulardynamik_WS12::boundary_t>(log4cxx::helpers::CharMessageBuffer&, PSE_Molekulardynamik_WS12::boundary_t const&) [127]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::thermostat_t::frequency() [102]
                0.00    0.00       1/1           TestSettings::getTestNames() [154]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::t_end() [159]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::delta_t() [161]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::dimensionCount() [157]
                0.00    0.00       1/1           PhaseSpace::PhaseSpace() [151]
                0.00    0.00       1/1           PhaseSpace::~PhaseSpace() [152]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::~simulation_t() [162]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::output() [160]
                0.00    0.00       1/1           FileReader::FileReader() [149]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::nonNegativeIntegerVector_t::x() [168]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::nonNegativeIntegerVector_t::y() [169]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::nonNegativeIntegerVector_t::z() [170]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::domain_t::cutoff() [174]
                0.00    0.00       1/1           LinkedCellParticleContainer::LinkedCellParticleContainer(utils::Vector<double, 3>, double) [180]
                0.00    0.00       1/1           LinkedCellParticleContainer::getDomainSize() [179]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::thermostat_t::initialT() [164]
                0.00    0.00       1/1           Thermostat::setFrequency(int) [153]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::outputPhaseSpace() [158]
                0.00    0.00       1/1           FileReader::~FileReader() [150]
-----------------------------------------------
               16.28   21.61    2002/2002        main [1]
[2]     82.0   16.28   21.61    2002         LinkedCellParticleContainer::applyToParticlePairs(void (*)(Particle&, Particle&)) [2]
                3.47   18.14 357501726/357501726     calculateF(Particle&, Particle&) [3]
-----------------------------------------------
                3.47   18.14 357501726/357501726     LinkedCellParticleContainer::applyToParticlePairs(void (*)(Particle&, Particle&)) [2]
[3]     46.8    3.47   18.14 357501726         calculateF(Particle&, Particle&) [3]
               18.14    0.00 357501726/360940030     lenardJonesPotential(Particle&, Particle&) [4]
-----------------------------------------------
                0.02    0.00  327926/360940030     calcReflection(Particle&) [14]
                0.16    0.00 3110378/360940030     calcPeriodicBoundary(Particle&, Particle) [16]
               18.14    0.00 357501726/360940030     calculateF(Particle&, Particle&) [3]
[4]     39.6   18.31    0.00 360940030         lenardJonesPotential(Particle&, Particle&) [4]
-----------------------------------------------
                1.58    2.60    6003/6003        main [1]
[5]      9.1    1.58    2.60    6003         LinkedCellParticleContainer::updateContainingCells() [5]
                2.60    0.00 120074866/120094866     LinkedCellParticleContainer::getCell(utils::Vector<double, 3>) [7]
                0.00    0.00   56172/76172       Cell::addParticle(Particle&) [25]
                0.00    0.00   56172/18583306     Particle::~Particle() [19]
-----------------------------------------------
                0.00    0.00       1/8046        Thermostat::Thermostat(ParticleContainer&, double, int) [27]
                0.00    0.01      41/8046        Thermostat::regulateTemperature(double) [18]
                0.33    2.64    8004/8046        main [1]
[6]      6.5    0.33    2.65    8046         LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
                0.82    0.00 40020000/40020000     calculateX(Particle&) [9]
                0.81    0.00 40020000/40020000     calculateV(Particle&) [10]
                0.50    0.00 40020000/40020000     applyGravitation(Particle&) [11]
                0.49    0.00 40020000/40020000     setNewForce(Particle&) [12]
                0.02    0.00  820000/820000      Thermostat::scaleVelocity(Particle&) [22]
                0.01    0.00   20000/20000       MaxwellBoltzmannDistribution(Particle&, double, int) [24]
                0.00    0.00   20000/20000       Thermostat::applyMaxwellBoltzmannDistribution(Particle&) [45]
-----------------------------------------------
                0.00    0.00   20000/120094866     LinkedCellParticleContainer::addParticles(std::list<Particle, std::allocator<Particle> >) [26]
                2.60    0.00 120074866/120094866     LinkedCellParticleContainer::updateContainingCells() [5]
[7]      5.6    2.60    0.00 120094866         LinkedCellParticleContainer::getCell(utils::Vector<double, 3>) [7]
-----------------------------------------------
                0.51    0.40    4002/4002        main [1]
[8]      2.0    0.51    0.40    4002         LinkedCellParticleContainer::applyToPeriodicBoundaryParticlePairs(int, void (*)(Particle&, Particle)) [8]
                0.18    0.00 17339208/18275380     Particle::Particle(Particle const&) [13]
                0.02    0.16 3110378/3110378     calcPeriodicBoundary(Particle&, Particle) [16]
                0.05    0.00 17339208/18583306     Particle::~Particle() [19]
-----------------------------------------------
                0.82    0.00 40020000/40020000     LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
[9]      1.8    0.82    0.00 40020000         calculateX(Particle&) [9]
-----------------------------------------------
                0.81    0.00 40020000/40020000     LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
[10]     1.8    0.81    0.00 40020000         calculateV(Particle&) [10]
-----------------------------------------------
                0.50    0.00 40020000/40020000     LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
[11]     1.1    0.50    0.00 40020000         applyGravitation(Particle&) [11]
-----------------------------------------------
                0.49    0.00 40020000/40020000     LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
[12]     1.1    0.49    0.00 40020000         setNewForce(Particle&) [12]
-----------------------------------------------
                0.00    0.00   20000/18275380     std::list<Particle, std::allocator<Particle> >::list(std::list<Particle, std::allocator<Particle> > const&) [29]
                0.00    0.00   20000/18275380     generateCuboid(std::list<Particle, std::allocator<Particle> >&, utils::Vector<double, 3>, utils::Vector<double, 3>, utils::Vector<int, 3>, double, double, double, double, int) [28]
                0.00    0.00   76172/18275380     Cell::addParticle(Particle&) [25]
                0.01    0.00  820000/18275380     LinkedCellParticleContainer::getParticles() [23]
                0.18    0.00 17339208/18275380     LinkedCellParticleContainer::applyToPeriodicBoundaryParticlePairs(int, void (*)(Particle&, Particle)) [8]
[13]     0.4    0.19    0.00 18275380         Particle::Particle(Particle const&) [13]
-----------------------------------------------
                0.10    0.09 1060683/1060683     LinkedCellParticleContainer::applyToBoundaryParticles(int, void (*)(Particle&)) [15]
[14]     0.4    0.10    0.09 1060683         calcReflection(Particle&) [14]
                0.05    0.00 4242732/4262746     PSE_Molekulardynamik_WS12::boundary_t::_xsd_boundary_t_convert() const [20]
                0.02    0.00 4242732/4262742     PSE_Molekulardynamik_WS12::boundary_t::operator PSE_Molekulardynamik_WS12::boundary_t::value() const [21]
                0.02    0.00  327926/360940030     lenardJonesPotential(Particle&, Particle&) [4]
                0.00    0.00  327926/18583306     Particle::~Particle() [19]
                0.00    0.00  327926/347926      Particle::Particle(utils::Vector<double, 3>, utils::Vector<double, 3>, double, double, double, int) [44]
-----------------------------------------------
                0.00    0.19    4002/4002        main [1]
[15]     0.4    0.00    0.19    4002         LinkedCellParticleContainer::applyToBoundaryParticles(int, void (*)(Particle&)) [15]
                0.10    0.09 1060683/1060683     calcReflection(Particle&) [14]
-----------------------------------------------
                0.02    0.16 3110378/3110378     LinkedCellParticleContainer::applyToPeriodicBoundaryParticlePairs(int, void (*)(Particle&, Particle)) [8]
[16]     0.4    0.02    0.16 3110378         calcPeriodicBoundary(Particle&, Particle) [16]
                0.16    0.00 3110378/360940030     lenardJonesPotential(Particle&, Particle&) [4]
-----------------------------------------------
                0.00    0.06    2001/2001        main [1]
[17]     0.1    0.00    0.06    2001         Thermostat::apply(int) [17]
                0.03    0.03      41/41          Thermostat::regulateTemperature(double) [18]
-----------------------------------------------
                0.03    0.03      41/41          Thermostat::apply(int) [17]
[18]     0.1    0.03    0.03      41         Thermostat::regulateTemperature(double) [18]
                0.00    0.01      41/8046        LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
                0.00    0.01      41/41          LinkedCellParticleContainer::getParticles() [23]
                0.00    0.00      41/74          log4cxx::helpers::ObjectPtrT<log4cxx::Level>::~ObjectPtrT() [55]
-----------------------------------------------
                0.00    0.00   20000/18583306     generateCuboid(std::list<Particle, std::allocator<Particle> >&, utils::Vector<double, 3>, utils::Vector<double, 3>, utils::Vector<int, 3>, double, double, double, double, int) [28]
                0.00    0.00   40000/18583306     std::_List_base<Particle, std::allocator<Particle> >::~_List_base() [30]
                0.00    0.00   56172/18583306     LinkedCellParticleContainer::updateContainingCells() [5]
                0.00    0.00  327926/18583306     calcReflection(Particle&) [14]
                0.00    0.00  800000/18583306     LinkedCellParticleContainer::getParticles() [23]
                0.05    0.00 17339208/18583306     LinkedCellParticleContainer::applyToPeriodicBoundaryParticlePairs(int, void (*)(Particle&, Particle)) [8]
[19]     0.1    0.05    0.00 18583306         Particle::~Particle() [19]
-----------------------------------------------
                0.00    0.00       4/4262746     PSE_Molekulardynamik_WS12::dimensionBoundaries_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [31]
                0.00    0.00   20010/4262746     main [1]
                0.05    0.00 4242732/4262746     calcReflection(Particle&) [14]
[20]     0.1    0.05    0.00 4262746         PSE_Molekulardynamik_WS12::boundary_t::_xsd_boundary_t_convert() const [20]
-----------------------------------------------
                0.00    0.00   20010/4262742     main [1]
                0.02    0.00 4242732/4262742     calcReflection(Particle&) [14]
[21]     0.0    0.02    0.00 4262742         PSE_Molekulardynamik_WS12::boundary_t::operator PSE_Molekulardynamik_WS12::boundary_t::value() const [21]
-----------------------------------------------
                0.02    0.00  820000/820000      LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
[22]     0.0    0.02    0.00  820000         Thermostat::scaleVelocity(Particle&) [22]
-----------------------------------------------
                0.00    0.01      41/41          Thermostat::regulateTemperature(double) [18]
[23]     0.0    0.00    0.01      41         LinkedCellParticleContainer::getParticles() [23]
                0.01    0.00  820000/18275380     Particle::Particle(Particle const&) [13]
                0.00    0.00  800000/18583306     Particle::~Particle() [19]
-----------------------------------------------
                0.01    0.00   20000/20000       LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
[24]     0.0    0.01    0.00   20000         MaxwellBoltzmannDistribution(Particle&, double, int) [24]
-----------------------------------------------
                0.00    0.00   20000/76172       LinkedCellParticleContainer::addParticles(std::list<Particle, std::allocator<Particle> >) [26]
                0.00    0.00   56172/76172       LinkedCellParticleContainer::updateContainingCells() [5]
[25]     0.0    0.00    0.00   76172         Cell::addParticle(Particle&) [25]
                0.00    0.00   76172/18275380     Particle::Particle(Particle const&) [13]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[26]     0.0    0.00    0.00       1         LinkedCellParticleContainer::addParticles(std::list<Particle, std::allocator<Particle> >) [26]
                0.00    0.00   20000/120094866     LinkedCellParticleContainer::getCell(utils::Vector<double, 3>) [7]
                0.00    0.00   20000/76172       Cell::addParticle(Particle&) [25]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[27]     0.0    0.00    0.00       1         Thermostat::Thermostat(ParticleContainer&, double, int) [27]
                0.00    0.00       1/8046        LinkedCellParticleContainer::applyToSingleParticles(void (*)(Particle&)) [6]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[28]     0.0    0.00    0.00       2         generateCuboid(std::list<Particle, std::allocator<Particle> >&, utils::Vector<double, 3>, utils::Vector<double, 3>, utils::Vector<int, 3>, double, double, double, double, int) [28]
                0.00    0.00   20000/18275380     Particle::Particle(Particle const&) [13]
                0.00    0.00   20000/18583306     Particle::~Particle() [19]
                0.00    0.00   20000/347926      Particle::Particle(utils::Vector<double, 3>, utils::Vector<double, 3>, double, double, double, int) [44]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[29]     0.0    0.00    0.00       1         std::list<Particle, std::allocator<Particle> >::list(std::list<Particle, std::allocator<Particle> > const&) [29]
                0.00    0.00   20000/18275380     Particle::Particle(Particle const&) [13]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[30]     0.0    0.00    0.00       2         std::_List_base<Particle, std::allocator<Particle> >::~_List_base() [30]
                0.00    0.00   40000/18583306     Particle::~Particle() [19]
-----------------------------------------------
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::dimensionBoundaries_t::dimensionBoundaries_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [32]
[31]     0.0    0.00    0.00       2         PSE_Molekulardynamik_WS12::dimensionBoundaries_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [31]
                0.00    0.00       4/4262746     PSE_Molekulardynamik_WS12::boundary_t::_xsd_boundary_t_convert() const [20]
                0.00    0.00       4/61          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_1::DOMElement const&) [57]
                0.00    0.00       4/39          xsd::cxx::tree::_type::_type(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [62]
                0.00    0.00       4/45          std::basic_string<char, std::char_traits<char>, std::allocator<char> > xsd::cxx::tree::text_content<char>(xercesc_3_1::DOMElement const&) [60]
                0.00    0.00       4/4           xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::boundary_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::boundary_t>) [92]
-----------------------------------------------
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::domain_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [38]
[32]     0.0    0.00    0.00       2         PSE_Molekulardynamik_WS12::dimensionBoundaries_t::dimensionBoundaries_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [32]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::dimensionBoundaries_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [31]
                0.00    0.00       2/39          xsd::cxx::tree::_type::_type(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [62]
                0.00    0.00       2/13          xsd::cxx::xml::dom::parser<char>::parser(xercesc_3_1::DOMElement const&, bool, bool) [67]
-----------------------------------------------
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation(std::istream&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [35]
[33]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::simulation(xercesc_3_1::InputSource&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [33]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation(xsd::cxx::xml::dom::auto_ptr<xercesc_3_1::DOMDocument>&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [34]
                0.00    0.00       1/1           xsd::cxx::xml::dom::auto_ptr<xercesc_3_1::DOMDocument> xsd::cxx::xml::dom::parse<char>(xercesc_3_1::InputSource&, xercesc_3_1::DOMErrorHandler&, xsd::cxx::xml::properties<char> const&, unsigned long) [183]
-----------------------------------------------
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation(xercesc_3_1::InputSource&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [33]
[34]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::simulation(xsd::cxx::xml::dom::auto_ptr<xercesc_3_1::DOMDocument>&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [34]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::simulation_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [37]
                0.00    0.00       1/61          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_1::DOMElement const&) [57]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[35]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::simulation(std::istream&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [35]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation(xercesc_3_1::InputSource&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [33]
-----------------------------------------------
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::simulation_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [37]
[36]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::simulation_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [36]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::domain_t::domain_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [39]
                0.00    0.00       8/61          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_1::DOMElement const&) [57]
                0.00    0.00       5/39          xsd::cxx::tree::_type::_type(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [62]
                0.00    0.00       4/45          std::basic_string<char, std::char_traits<char>, std::allocator<char> > xsd::cxx::tree::text_content<char>(xercesc_3_1::DOMElement const&) [60]
                0.00    0.00       2/36          xsd::cxx::tree::traits<double, char, (xsd::cxx::tree::schema_type::value)2>::create(std::string const&, xercesc_3_1::DOMElement const*, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [63]
                0.00    0.00       2/13          xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::positiveDecimal_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::positiveDecimal_t>) [68]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::inputs_t::inputs_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [177]
                0.00    0.00       1/3           PSE_Molekulardynamik_WS12::potential_t::_xsd_potential_t_convert() const [100]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::thermostat_t::thermostat_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [165]
                0.00    0.00       1/4           xsd::cxx::tree::traits<unsigned long long, char, (xsd::cxx::tree::schema_type::value)0>::create(std::string const&, xercesc_3_1::DOMElement const*, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [95]
                0.00    0.00       1/1           xsd::cxx::tree::optional<PSE_Molekulardynamik_WS12::decimalVector_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::decimalVector_t>) [190]
                0.00    0.00       1/5           PSE_Molekulardynamik_WS12::decimalVector_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [84]
                0.00    0.00       1/1           xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::inputs_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::inputs_t>) [188]
                0.00    0.00       1/1           xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::potential_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::potential_t>) [184]
                0.00    0.00       1/1           xsd::cxx::tree::optional<PSE_Molekulardynamik_WS12::domain_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::domain_t>) [192]
                0.00    0.00       1/1           xsd::cxx::tree::optional<PSE_Molekulardynamik_WS12::thermostat_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::thermostat_t>) [189]
                0.00    0.00       1/1           xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::dimensionCount_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::dimensionCount_t>) [185]
-----------------------------------------------
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation(xsd::cxx::xml::dom::auto_ptr<xercesc_3_1::DOMDocument>&, xsd::cxx::tree::flags, xsd::cxx::tree::properties<char> const&) [34]
[37]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::simulation_t::simulation_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [37]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [36]
                0.00    0.00       1/39          xsd::cxx::tree::_type::_type(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [62]
                0.00    0.00       1/13          xsd::cxx::xml::dom::parser<char>::parser(xercesc_3_1::DOMElement const&, bool, bool) [67]
-----------------------------------------------
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::domain_t::domain_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [39]
[38]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::domain_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [38]
                0.00    0.00       2/2           PSE_Molekulardynamik_WS12::dimensionBoundaries_t::dimensionBoundaries_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [32]
                0.00    0.00       4/61          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_1::DOMElement const&) [57]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::nonNegativeIntegerVector_t::nonNegativeIntegerVector_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [172]
                0.00    0.00       1/39          xsd::cxx::tree::_type::_type(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [62]
                0.00    0.00       1/45          std::basic_string<char, std::char_traits<char>, std::allocator<char> > xsd::cxx::tree::text_content<char>(xercesc_3_1::DOMElement const&) [60]
                0.00    0.00       1/36          xsd::cxx::tree::traits<double, char, (xsd::cxx::tree::schema_type::value)2>::create(std::string const&, xercesc_3_1::DOMElement const*, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [63]
                0.00    0.00       1/1           xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::nonNegativeIntegerVector_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::nonNegativeIntegerVector_t>) [187]
                0.00    0.00       1/13          xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::positiveDecimal_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::positiveDecimal_t>) [68]
                0.00    0.00       1/1           xsd::cxx::tree::one<PSE_Molekulardynamik_WS12::dimensionBoundaries_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::dimensionBoundaries_t>) [186]
                0.00    0.00       1/1           xsd::cxx::tree::optional<PSE_Molekulardynamik_WS12::dimensionBoundaries_t, false>::set(std::auto_ptr<PSE_Molekulardynamik_WS12::dimensionBoundaries_t>) [191]
-----------------------------------------------
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::simulation_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [36]
[39]     0.0    0.00    0.00       1         PSE_Molekulardynamik_WS12::domain_t::domain_t(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [39]
                0.00    0.00       1/1           PSE_Molekulardynamik_WS12::domain_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [38]
                0.00    0.00       1/39          xsd::cxx::tree::_type::_type(xercesc_3_1::DOMElement const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [62]
